1,2012-09-24,1.4,6.2,2012-09-28,2012-09-28
2,2012-09-25,1.6,6.8,2012-09-28,2012-09-28
3,2012-09-26,2.0,8.7,2012-09-28,2012-09-28
4,2012-09-27,3.2,15.9,2012-09-28,2012-09-28
5,2012-09-28,5.4,35.6,2012-09-28,2012-09-28
